,dt_iso,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
34,2022-01-02 10:00:00,13.48,13.31,12.79,13.72,1030,93,1.98,98,light rain
35,2022-01-02 11:00:00,14.05,13.91,12.89,14.72,1030,92,2.49,97,overcast clouds
36,2022-01-02 12:00:00,14.56,14.34,13.9,14.79,1030,87,2.72,97,overcast clouds
37,2022-01-02 13:00:00,15.66,15.45,14.54,15.9,1029,83,2.65,100,overcast clouds
38,2022-01-02 14:00:00,16.21,16.0,15.57,16.26,1029,81,2.52,99,overcast clouds
39,2022-01-02 15:00:00,16.25,16.05,15.34,16.77,1029,81,2.26,97,overcast clouds
40,2022-01-02 16:00:00,16.2,15.99,14.72,16.77,1029,81,1.62,100,overcast clouds
41,2022-01-02 17:00:00,15.59,15.35,13.72,15.7,1029,82,1.05,100,overcast clouds
42,2022-01-02 18:00:00,14.42,14.19,11.72,14.59,1029,87,1.73,90,overcast clouds
43,2022-01-02 19:00:00,13.9,13.7,11.72,14.04,1029,90,1.46,83,broken clouds
44,2022-01-02 20:00:00,12.87,12.56,11.45,12.93,1029,90,0.85,93,overcast clouds
45,2022-01-02 21:00:00,12.8,12.51,10.72,12.93,1029,91,1.37,91,overcast clouds
46,2022-01-02 22:00:00,12.26,11.94,9.79,12.37,1029,92,1.41,99,overcast clouds
47,2022-01-02 23:00:00,12.24,11.95,9.23,12.37,1028,93,1.89,100,overcast clouds
48,2022-01-03 00:00:00,12.73,12.46,8.68,12.93,1028,92,1.85,100,overcast clouds
49,2022-01-03 01:00:00,12.18,11.86,8.68,12.37,1028,92,2.04,100,overcast clouds
50,2022-01-03 02:00:00,12.84,12.5,10.01,12.93,1028,89,1.95,100,overcast clouds
51,2022-01-03 03:00:00,12.84,12.48,10.01,12.93,1027,88,1.96,100,overcast clouds
52,2022-01-03 04:00:00,13.36,13.08,9.45,13.48,1027,89,1.92,100,overcast clouds
53,2022-01-03 05:00:00,12.83,12.49,8.9,12.93,1027,89,2.21,100,overcast clouds
54,2022-01-03 06:00:00,13.38,13.05,9.54,13.48,1026,87,2.46,100,overcast clouds
55,2022-01-03 07:00:00,12.93,12.52,9.72,12.93,1026,86,2.54,100,overcast clouds
56,2022-01-03 08:00:00,13.48,13.02,9.72,13.48,1025,82,2.46,100,overcast clouds
57,2022-01-03 09:00:00,12.93,12.5,10.72,12.93,1026,85,2.64,98,overcast clouds
58,2022-01-03 10:00:00,13.48,13.08,10.72,13.48,1025,84,2.59,99,overcast clouds
59,2022-01-03 11:00:00,13.93,13.6,11.72,14.23,1025,85,2.53,99,overcast clouds
60,2022-01-03 12:00:00,15.56,15.16,12.72,17.01,1025,76,3.76,100,overcast clouds
61,2022-01-03 13:00:00,16.03,15.65,12.72,17.01,1024,75,4.65,100,overcast clouds
62,2022-01-03 14:00:00,14.55,14.28,13.72,16.45,1023,85,5.05,99,overcast clouds
63,2022-01-03 15:00:00,14.53,14.28,13.72,16.45,1023,86,5.2,100,overcast clouds
64,2022-01-03 16:00:00,14.5,14.3,12.89,15.34,1022,88,4.93,100,overcast clouds
65,2022-01-03 17:00:00,13.97,13.77,12.79,14.23,1022,90,4.48,100,overcast clouds
66,2022-01-03 18:00:00,13.46,13.26,12.79,13.72,1021,92,4.24,77,broken clouds
67,2022-01-03 19:00:00,13.45,13.28,12.32,14.23,1021,93,4.35,83,broken clouds
68,2022-01-03 20:00:00,13.45,13.28,12.32,14.23,1020,93,4.31,57,broken clouds
69,2022-01-03 21:00:00,12.95,12.68,12.32,14.23,1020,91,4.44,68,broken clouds
70,2022-01-03 22:00:00,13.45,13.15,12.32,13.72,1019,88,4.8,66,broken clouds
71,2022-01-03 23:00:00,12.96,12.69,12.32,13.72,1017,91,4.91,94,overcast clouds
72,2022-01-04 00:00:00,13.5,13.15,13.48,14.0,1017,86,4.94,53,broken clouds
73,2022-01-04 01:00:00,14.54,13.85,12.88,14.72,1015,69,4.77,15,few clouds
74,2022-01-04 02:00:00,13.53,12.98,12.88,14.45,1014,78,4.83,4,sky is clear
75,2022-01-04 03:00:00,13.74,13.18,13.43,14.55,1014,77,5.08,5,sky is clear
76,2022-01-04 04:00:00,14.28,13.72,13.12,14.72,1013,75,6.09,52,broken clouds
77,2022-01-04 05:00:00,14.28,13.72,13.43,14.72,1011,75,6.54,94,light rain
78,2022-01-04 06:00:00,14.5,14.07,13.34,14.59,1011,79,6.33,98,moderate rain
79,2022-01-04 07:00:00,13.83,13.59,10.72,14.04,1010,89,4.54,100,moderate rain
80,2022-01-04 08:00:00,10.71,10.21,10.11,11.21,1011,91,3.81,100,moderate rain
81,2022-01-04 09:00:00,9.59,6.58,9.45,9.79,1013,93,6.45,100,moderate rain
82,2022-01-04 10:00:00,9.59,7.16,9.23,9.59,1015,93,4.78,97,moderate rain
83,2022-01-04 11:00:00,9.06,6.95,9.04,9.55,1016,91,3.78,73,light rain
84,2022-01-04 12:00:00,10.23,9.58,8.68,11.72,1017,87,3.98,55,broken clouds
85,2022-01-04 13:00:00,10.87,10.21,10.34,12.88,1017,84,4.77,80,light rain
86,2022-01-04 14:00:00,10.84,10.07,10.7,12.89,1018,80,4.25,52,light rain
87,2022-01-04 15:00:00,11.77,11.01,10.11,11.82,1018,77,4.44,35,scattered clouds
88,2022-01-04 16:00:00,11.27,10.54,11.21,11.72,1019,80,4.72,29,scattered clouds
89,2022-01-04 17:00:00,10.75,9.94,9.79,11.72,1020,79,4.72,40,scattered clouds
90,2022-01-04 18:00:00,9.17,7.82,8.9,10.72,1021,89,2.53,32,scattered clouds
91,2022-01-04 19:00:00,9.09,7.82,8.9,10.11,1021,91,2.4,51,broken clouds
92,2022-01-04 20:00:00,9.07,7.89,8.68,9.72,1022,90,2.27,84,broken clouds
93,2022-01-04 21:00:00,9.02,7.95,8.43,10.11,1022,91,2.12,88,overcast clouds
94,2022-01-04 22:00:00,9.06,8.37,8.43,10.11,1023,91,1.7,90,light rain
95,2022-01-04 23:00:00,9.06,9.06,8.43,9.72,1023,91,0.8,97,light rain
96,2022-01-05 00:00:00,9.01,9.01,8.12,9.55,1023,92,0.61,81,broken clouds
97,2022-01-05 01:00:00,8.44,8.44,7.72,8.68,1023,93,0.22,71,broken clouds
98,2022-01-05 02:00:00,7.92,7.92,7.72,8.12,1022,93,0.71,82,broken clouds
99,2022-01-05 03:00:00,7.9,7.9,7.32,7.93,1023,94,0.94,96,overcast clouds
100,2022-01-05 04:00:00,7.86,7.86,6.72,8.44,1023,94,0.96,98,overcast clouds
101,2022-01-05 05:00:00,8.38,8.38,6.77,8.48,1023,94,0.78,85,overcast clouds
102,2022-01-05 06:00:00,8.4,8.4,6.45,9.0,1023,94,1.0,76,broken clouds
103,2022-01-05 07:00:00,7.89,7.89,6.45,7.93,1023,94,1.32,85,overcast clouds
104,2022-01-05 08:00:00,8.44,7.79,6.45,8.72,1022,94,1.57,98,overcast clouds
105,2022-01-05 09:00:00,8.97,8.34,7.32,9.04,1022,94,1.63,88,light rain
106,2022-01-05 10:00:00,9.59,8.21,9.23,9.59,1021,94,2.69,84,light rain
107,2022-01-05 11:00:00,10.19,9.75,8.99,11.72,1021,95,3.51,100,light rain
108,2022-01-05 12:00:00,10.23,9.76,10.1,11.72,1020,94,4.4,100,light rain
109,2022-01-05 13:00:00,11.27,10.91,10.66,11.78,1018,94,5.01,100,moderate rain
110,2022-01-05 14:00:00,11.85,11.57,11.21,12.72,1017,95,4.87,89,moderate rain
111,2022-01-05 15:00:00,11.81,11.5,11.22,11.82,1017,94,4.23,42,scattered clouds
112,2022-01-05 16:00:00,11.85,11.47,10.9,12.72,1018,91,3.99,36,scattered clouds
113,2022-01-05 17:00:00,10.77,10.02,10.34,11.78,1018,81,3.11,29,scattered clouds
114,2022-01-05 18:00:00,10.73,10.08,10.57,11.72,1019,85,2.98,37,scattered clouds
115,2022-01-05 19:00:00,10.16,9.42,10.01,10.72,1020,84,2.77,27,scattered clouds
116,2022-01-05 20:00:00,9.19,7.68,7.57,10.11,1020,85,2.78,22,few clouds
117,2022-01-05 21:00:00,8.97,7.69,7.57,9.55,1020,82,2.38,7,sky is clear
118,2022-01-05 22:00:00,8.45,7.4,7.01,9.0,1021,84,1.98,16,few clouds
119,2022-01-05 23:00:00,7.93,7.12,6.45,9.0,1021,86,1.65,36,scattered clouds
120,2022-01-06 00:00:00,7.33,6.21,5.72,9.0,1022,87,1.87,3,sky is clear
121,2022-01-06 01:00:00,7.31,5.94,5.72,9.0,1022,89,2.13,13,few clouds
122,2022-01-06 02:00:00,6.74,5.55,4.72,8.44,1021,89,1.84,22,few clouds
123,2022-01-06 03:00:00,6.75,6.75,5.34,6.82,1022,90,1.16,43,scattered clouds
124,2022-01-06 04:00:00,7.2,7.2,4.72,7.89,1021,89,1.15,48,scattered clouds
125,2022-01-06 05:00:00,7.19,7.19,4.45,7.37,1022,87,0.96,62,broken clouds
126,2022-01-06 06:00:00,7.64,7.64,3.9,7.93,1022,83,0.81,95,overcast clouds
127,2022-01-06 07:00:00,6.66,6.66,3.9,6.82,1023,89,0.91,100,overcast clouds
128,2022-01-06 08:00:00,5.57,5.57,3.99,6.72,1023,97,0.83,100,overcast clouds
129,2022-01-06 09:00:00,8.28,8.28,4.54,8.48,1023,86,0.93,100,overcast clouds
130,2022-01-06 10:00:00,8.94,8.33,6.68,9.04,1024,88,1.6,100,overcast clouds
131,2022-01-06 11:00:00,9.49,9.18,6.77,9.72,1025,85,1.4,100,overcast clouds
132,2022-01-06 12:00:00,11.13,10.41,8.43,11.26,1024,81,0.97,100,overcast clouds
133,2022-01-06 13:00:00,11.28,10.6,10.01,12.72,1024,82,0.49,100,overcast clouds
134,2022-01-06 14:00:00,11.26,10.66,11.12,11.78,1024,85,1.05,99,overcast clouds
135,2022-01-06 15:00:00,10.79,10.3,10.7,11.78,1024,91,1.8,100,overcast clouds
136,2022-01-06 16:00:00,10.79,10.33,10.57,11.78,1023,92,1.29,99,overcast clouds
137,2022-01-06 17:00:00,10.29,9.8,10.15,11.78,1024,93,1.41,85,overcast clouds
138,2022-01-06 18:00:00,10.17,9.67,9.79,10.67,1025,93,1.8,50,scattered clouds
139,2022-01-06 19:00:00,9.62,9.11,9.45,10.67,1025,94,1.6,78,broken clouds
140,2022-01-06 20:00:00,9.59,9.59,8.9,10.11,1025,94,1.32,88,overcast clouds
141,2022-01-06 21:00:00,9.57,9.57,8.9,9.79,1025,94,1.16,87,overcast clouds
142,2022-01-06 22:00:00,9.46,9.46,7.72,9.79,1026,94,0.93,93,overcast clouds
143,2022-01-06 23:00:00,8.99,8.99,7.88,9.79,1027,94,0.76,100,overcast clouds
144,2022-01-07 00:00:00,9.03,9.03,8.72,9.55,1027,94,0.76,99,overcast clouds
145,2022-01-07 01:00:00,9.08,9.08,8.9,9.72,1027,94,1.24,100,overcast clouds
146,2022-01-07 02:00:00,9.0,7.95,8.34,9.23,1027,94,2.09,97,overcast clouds
147,2022-01-07 03:00:00,9.0,7.49,8.34,9.23,1028,94,2.71,77,broken clouds
148,2022-01-07 04:00:00,9.02,7.35,8.72,9.23,1028,95,2.98,34,scattered clouds
149,2022-01-07 05:00:00,8.99,7.23,7.88,9.23,1028,95,3.12,31,scattered clouds
150,2022-01-07 06:00:00,8.43,6.68,7.72,9.0,1029,94,2.91,16,few clouds
151,2022-01-07 07:00:00,8.41,6.83,7.32,8.68,1029,94,2.65,2,sky is clear
152,2022-01-07 08:00:00,7.91,6.23,7.32,8.68,1030,94,2.66,3,sky is clear
153,2022-01-07 09:00:00,8.45,6.36,7.72,8.9,1031,90,3.49,12,few clouds
154,2022-01-07 10:00:00,11.1,10.33,8.99,11.26,1032,79,3.5,12,few clouds
155,2022-01-07 11:00:00,11.25,10.21,10.34,11.72,1032,68,3.21,1,sky is clear
156,2022-01-07 12:00:00,12.38,11.24,12.23,12.88,1032,60,3.41,7,sky is clear
157,2022-01-07 13:00:00,12.98,11.85,10.9,15.1,1032,58,4.14,1,sky is clear
158,2022-01-07 14:00:00,13.03,11.9,11.45,15.1,1031,58,2.94,0,sky is clear
159,2022-01-07 15:00:00,12.95,11.84,12.88,13.72,1031,59,3.52,2,sky is clear
160,2022-01-07 16:00:00,12.38,11.29,12.37,12.89,1031,62,3.2,25,scattered clouds
161,2022-01-07 17:00:00,11.82,10.7,11.72,12.33,1031,63,2.81,36,scattered clouds
162,2022-01-07 18:00:00,10.72,9.6,9.79,11.22,1032,67,2.6,25,scattered clouds
163,2022-01-07 19:00:00,10.08,8.95,8.68,10.15,1032,69,2.55,48,scattered clouds
164,2022-01-07 20:00:00,8.95,7.57,8.12,9.55,1033,83,2.52,69,broken clouds
165,2022-01-07 21:00:00,8.67,7.14,7.01,9.0,1033,84,2.66,0,sky is clear
166,2022-01-07 22:00:00,8.17,6.53,5.9,9.0,1033,87,2.67,30,scattered clouds
167,2022-01-07 23:00:00,7.89,6.5,5.34,8.44,1033,88,2.28,1,sky is clear
168,2022-01-08 00:00:00,7.38,6.06,4.79,9.0,1033,89,2.09,2,sky is clear
169,2022-01-08 01:00:00,7.74,6.62,4.23,7.93,1033,73,1.94,1,sky is clear
170,2022-01-08 02:00:00,4.7,3.33,3.68,6.22,1033,90,1.72,3,sky is clear
171,2022-01-08 03:00:00,7.11,6.09,3.12,7.37,1033,76,1.73,0,sky is clear
172,2022-01-08 04:00:00,6.55,5.17,2.57,6.82,1033,79,2.0,19,few clouds
173,2022-01-08 05:00:00,6.56,4.98,2.57,6.82,1032,79,2.22,77,broken clouds
174,2022-01-08 06:00:00,6.13,4.52,2.72,6.26,1032,79,2.17,92,overcast clouds
175,2022-01-08 07:00:00,5.69,3.85,2.72,5.7,1033,82,2.35,99,overcast clouds
176,2022-01-08 08:00:00,5.15,3.39,3.72,5.15,1032,84,2.15,100,overcast clouds
177,2022-01-08 09:00:00,6.76,5.41,3.34,6.82,1032,82,2.01,100,overcast clouds
178,2022-01-08 10:00:00,6.82,4.99,5.72,6.82,1033,82,2.59,98,overcast clouds
179,2022-01-08 11:00:00,7.93,6.82,6.72,7.93,1033,80,1.96,96,overcast clouds
180,2022-01-08 12:00:00,9.59,9.59,9.59,9.72,1032,78,0.93,100,overcast clouds
181,2022-01-08 13:00:00,10.55,9.67,8.34,10.7,1032,77,1.27,100,overcast clouds
182,2022-01-08 14:00:00,10.72,9.83,9.55,12.01,1032,76,2.5,84,broken clouds
183,2022-01-08 15:00:00,11.26,10.48,10.66,11.72,1030,78,2.38,100,overcast clouds
184,2022-01-08 16:00:00,10.7,9.94,10.34,11.22,1030,81,2.53,98,overcast clouds
185,2022-01-08 17:00:00,10.2,9.44,10.01,11.22,1030,83,1.95,100,overcast clouds
186,2022-01-08 18:00:00,9.67,8.99,9.59,10.72,1030,85,1.79,100,overcast clouds
187,2022-01-08 19:00:00,9.59,9.17,9.45,9.79,1030,87,1.51,100,overcast clouds
188,2022-01-08 20:00:00,10.09,9.43,8.99,10.15,1029,87,1.56,79,broken clouds
189,2022-01-08 21:00:00,9.63,8.8,8.99,10.72,1029,88,1.95,100,overcast clouds
190,2022-01-08 22:00:00,9.66,9.43,8.43,11.72,1029,90,1.35,100,overcast clouds
191,2022-01-08 23:00:00,9.66,8.83,8.43,11.72,1029,92,1.96,100,overcast clouds
192,2022-01-09 00:00:00,9.63,8.7,8.99,10.72,1029,93,2.08,100,overcast clouds
193,2022-01-09 01:00:00,10.16,9.69,8.43,11.72,1028,94,1.95,100,overcast clouds
194,2022-01-09 02:00:00,10.16,9.69,8.43,11.72,1029,94,1.47,100,light rain
195,2022-01-09 03:00:00,10.67,10.25,8.43,11.72,1029,94,1.51,100,light rain
196,2022-01-09 04:00:00,10.73,10.31,8.9,11.72,1028,94,1.77,100,light rain
197,2022-01-09 05:00:00,10.73,10.31,9.45,11.72,1028,94,2.15,100,light rain
198,2022-01-09 06:00:00,10.68,10.26,8.99,11.72,1027,94,2.64,100,light rain
199,2022-01-09 07:00:00,11.27,10.91,10.01,11.72,1027,94,3.12,100,light rain
200,2022-01-09 08:00:00,11.28,10.92,10.57,11.72,1027,94,3.45,100,light rain
201,2022-01-09 09:00:00,11.86,11.58,11.12,12.72,1027,95,3.79,100,light rain
202,2022-01-09 10:00:00,12.38,12.13,11.68,13.12,1027,94,3.16,100,light rain
203,2022-01-09 11:00:00,12.86,12.66,11.21,13.68,1027,94,3.75,100,light rain
204,2022-01-09 12:00:00,12.93,12.76,11.77,13.72,1027,95,4.2,100,light rain
205,2022-01-09 13:00:00,12.93,12.73,11.77,13.72,1026,94,4.16,100,light rain
206,2022-01-09 14:00:00,13.45,13.33,12.32,14.23,1026,95,4.47,100,light rain
207,2022-01-09 15:00:00,13.45,13.33,12.32,14.23,1026,95,4.1,100,light rain
208,2022-01-09 16:00:00,13.45,13.33,12.32,14.23,1026,95,3.65,100,light rain
209,2022-01-09 17:00:00,13.45,13.33,12.32,14.23,1026,95,3.12,100,overcast clouds
210,2022-01-09 18:00:00,13.45,13.33,12.32,13.72,1026,95,2.58,100,light rain
211,2022-01-09 19:00:00,13.45,13.33,12.32,13.72,1026,95,2.46,100,overcast clouds
212,2022-01-09 20:00:00,13.45,13.33,12.32,13.72,1027,95,2.56,100,overcast clouds
213,2022-01-09 21:00:00,13.45,13.33,12.32,13.72,1026,95,2.63,100,overcast clouds
214,2022-01-09 22:00:00,12.95,12.78,12.32,13.72,1026,95,2.19,100,overcast clouds
215,2022-01-09 23:00:00,12.95,12.78,12.32,13.72,1026,95,1.92,100,overcast clouds
216,2022-01-10 00:00:00,12.96,12.79,12.79,13.72,1026,95,1.83,95,overcast clouds
217,2022-01-10 01:00:00,12.92,12.75,12.23,12.93,1026,95,1.94,100,overcast clouds
218,2022-01-10 02:00:00,12.92,12.75,12.23,12.93,1026,95,2.15,100,overcast clouds
219,2022-01-10 03:00:00,12.88,12.7,11.77,12.93,1026,95,1.99,96,overcast clouds
220,2022-01-10 04:00:00,12.88,12.7,11.77,12.93,1026,95,1.77,100,overcast clouds
221,2022-01-10 05:00:00,12.88,12.7,11.77,12.93,1025,95,1.72,93,overcast clouds
222,2022-01-10 06:00:00,12.37,12.14,11.77,12.72,1025,95,1.65,93,overcast clouds
223,2022-01-10 07:00:00,12.37,12.14,11.77,12.72,1026,95,1.65,93,overcast clouds
224,2022-01-10 08:00:00,12.35,12.12,11.21,12.72,1026,95,1.66,95,overcast clouds
225,2022-01-10 09:00:00,12.35,12.12,11.21,12.72,1026,95,1.64,98,overcast clouds
226,2022-01-10 10:00:00,12.32,12.09,11.72,13.12,1027,95,1.91,92,overcast clouds
227,2022-01-10 11:00:00,12.83,12.65,11.72,13.68,1026,95,2.03,100,overcast clouds
228,2022-01-10 12:00:00,12.87,12.69,11.77,14.79,1026,95,2.21,100,overcast clouds
229,2022-01-10 13:00:00,13.42,13.3,11.77,15.34,1025,95,2.65,92,overcast clouds
230,2022-01-10 14:00:00,13.37,13.24,11.68,15.34,1025,95,2.97,91,overcast clouds
231,2022-01-10 15:00:00,13.37,13.24,11.68,15.34,1024,95,3.05,85,overcast clouds
232,2022-01-10 16:00:00,13.37,13.24,11.12,14.79,1024,95,2.87,69,broken clouds
233,2022-01-10 17:00:00,12.91,12.74,11.12,12.93,1025,95,2.53,60,broken clouds
234,2022-01-10 18:00:00,12.82,12.61,11.12,14.23,1025,94,2.42,60,broken clouds
235,2022-01-10 19:00:00,12.34,12.08,11.12,12.37,1026,94,2.26,53,broken clouds
236,2022-01-10 20:00:00,12.22,11.95,10.57,13.12,1026,94,2.18,41,scattered clouds
237,2022-01-10 21:00:00,11.68,11.36,9.72,12.57,1026,94,2.14,21,few clouds
238,2022-01-10 22:00:00,11.6,11.27,8.72,11.82,1025,94,2.16,18,few clouds
239,2022-01-10 23:00:00,11.03,10.64,7.72,11.26,1025,94,2.19,13,few clouds
240,2022-01-11 00:00:00,10.63,10.2,8.99,10.7,1026,94,1.84,5,sky is clear
241,2022-01-11 01:00:00,10.13,9.68,9.54,10.34,1025,95,1.95,7,sky is clear
242,2022-01-11 02:00:00,9.59,8.5,9.45,9.79,1025,94,2.27,53,broken clouds
243,2022-01-11 03:00:00,10.59,10.19,8.99,10.7,1025,95,2.7,90,overcast clouds
244,2022-01-11 04:00:00,11.1,10.69,8.99,11.26,1025,93,2.93,99,overcast clouds
245,2022-01-11 05:00:00,9.29,7.73,8.44,9.72,1026,98,2.89,100,overcast clouds
246,2022-01-11 06:00:00,8.67,7.0,8.43,9.0,1026,98,2.87,99,overcast clouds
247,2022-01-11 07:00:00,8.53,6.8,7.88,9.45,1026,99,2.92,100,overcast clouds
248,2022-01-11 08:00:00,8.63,6.84,7.88,10.01,1026,99,3.04,100,overcast clouds
249,2022-01-11 09:00:00,8.53,6.75,7.72,11.68,1027,98,2.99,100,overcast clouds
250,2022-01-11 10:00:00,14.43,13.86,10.1,14.59,1027,74,2.62,100,overcast clouds
251,2022-01-11 11:00:00,15.65,15.18,13.43,15.7,1028,73,2.39,58,broken clouds
252,2022-01-11 12:00:00,15.69,15.14,15.01,15.72,1027,70,1.9,12,few clouds
253,2022-01-11 13:00:00,16.79,16.27,15.72,16.82,1027,67,1.57,0,sky is clear
254,2022-01-11 14:00:00,17.34,16.8,16.68,17.37,1026,64,1.52,0,sky is clear
255,2022-01-11 15:00:00,17.3,16.73,15.9,17.37,1026,63,1.06,1,sky is clear
256,2022-01-11 16:00:00,17.21,16.63,14.72,17.37,1026,63,0.56,0,sky is clear
257,2022-01-11 17:00:00,14.95,14.43,13.68,16.22,1026,74,1.32,0,sky is clear
258,2022-01-11 18:00:00,13.55,12.97,12.01,14.54,1026,77,1.89,0,sky is clear
259,2022-01-11 19:00:00,12.33,11.86,10.72,14.0,1027,86,2.1,0,sky is clear
260,2022-01-11 20:00:00,11.44,10.99,9.72,14.0,1027,90,2.18,0,sky is clear
261,2022-01-11 21:00:00,11.95,11.6,10.34,14.0,1027,92,2.03,0,sky is clear
262,2022-01-11 22:00:00,12.39,12.03,10.34,13.44,1027,90,1.96,2,sky is clear
263,2022-01-11 23:00:00,11.85,11.41,9.79,13.44,1028,89,2.17,2,sky is clear
264,2022-01-12 00:00:00,11.16,10.66,9.72,13.44,1028,89,2.5,2,sky is clear
265,2022-01-12 01:00:00,10.39,9.78,8.72,12.89,1028,88,2.62,1,sky is clear
266,2022-01-12 02:00:00,10.39,9.78,8.72,12.89,1027,88,2.48,1,sky is clear
267,2022-01-12 03:00:00,10.39,9.73,8.72,12.89,1028,86,2.37,1,sky is clear
268,2022-01-12 04:00:00,9.88,8.71,7.72,12.89,1028,87,2.46,0,sky is clear
269,2022-01-12 05:00:00,10.86,10.27,8.12,12.89,1028,87,2.67,2,sky is clear
270,2022-01-12 06:00:00,11.3,10.76,7.57,12.33,1028,87,2.71,7,sky is clear
271,2022-01-12 07:00:00,10.52,9.85,7.57,11.78,1028,85,2.74,15,few clouds
272,2022-01-12 08:00:00,10.25,9.55,7.01,11.22,1029,85,2.79,23,few clouds
273,2022-01-12 09:00:00,11.21,10.37,9.72,11.78,1029,76,3.35,18,few clouds
274,2022-01-12 10:00:00,12.38,11.55,12.23,12.89,1029,72,4.28,2,sky is clear
275,2022-01-12 11:00:00,13.48,12.63,12.79,13.72,1029,67,4.56,1,sky is clear
276,2022-01-12 12:00:00,14.06,13.09,13.12,14.72,1029,60,5.0,1,sky is clear
277,2022-01-12 13:00:00,14.57,13.49,13.9,14.79,1028,54,4.6,0,sky is clear
278,2022-01-12 14:00:00,14.59,13.41,14.45,15.34,1027,50,4.0,0,sky is clear
279,2022-01-12 15:00:00,14.57,13.21,13.99,15.34,1027,43,3.14,0,sky is clear
280,2022-01-12 16:00:00,14.57,13.0,13.99,14.79,1027,35,2.13,0,sky is clear
281,2022-01-12 17:00:00,14.48,13.26,13.9,14.72,1027,49,2.25,0,sky is clear
282,2022-01-12 18:00:00,12.12,10.8,11.72,13.44,1027,54,3.09,0,sky is clear
283,2022-01-12 19:00:00,12.14,10.87,11.45,13.44,1028,56,3.05,0,sky is clear
284,2022-01-12 20:00:00,10.83,9.43,9.72,12.33,1028,56,2.59,0,sky is clear
285,2022-01-12 21:00:00,11.3,9.84,10.72,12.33,1028,52,2.66,0,sky is clear
286,2022-01-12 22:00:00,11.02,9.43,10.72,11.78,1028,48,2.87,0,sky is clear
287,2022-01-12 23:00:00,10.75,9.11,10.34,11.22,1029,47,2.86,0,sky is clear
